coder_id,application_id,cycle,company_canonical,company_as_listed,underlying_employer,role_as_listed,role_lane,gtm_modifier,date_applied,date_precision,date_capture,date_evidence_anchor,discovery_source,submission_channel,ats_system,evidence_tier,evidence_class,register,terminal_outcome,terminal_outcome_date,terminal_outcome_precision,location,work_type,level_as_listed,salary_range_listed,confidence,notes,match_status,parent_id,parent_register,parent_evidence_class,candidate_parent_ids
freeze2,90-seconds|senior-business-development-manager-enterprise-us|c1,1,90 Seconds,90 Seconds,,(Senior) Business Development Manager - Enterprise (US),sales_bd_partnerships,,2025-07-27,exact,,,jobright,unknown,none_observed,C,platform_log,application,,,,United States,remote,Senior Level,Not stated,medium,Jobright tracker. Application Method Manual/Unspecified.,overlap,90-seconds|unspecified|c1,application,employer_artifact,
freeze2,nebius|director-gtm-physical-ai|c1,1,Nebius,Nebius,,"Director, GTM - Physical AI",other,,2026-05-20,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Director/Executive,$300K/yr - $350K/yr,medium,Jobright tracker. Application Method Applied by Agent.,overlap,nebius|director-gtm-physical-ai|c1,application,employer_artifact,
freeze2,dbeaver|gtm-engineer|c1,1,DBeaver,DBeaver,,GTM Engineer,explicit_gtm_engineering,plain,2026-05-20,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Mid Level,Not stated,medium,Jobright tracker. Application Method Applied by Agent.,overlap,dbeaver|gtm-engineer|c1,application,employer_artifact,
freeze2,fossa|gtm-engineer|c1,1,FOSSA,FOSSA,,GTM Engineer,explicit_gtm_engineering,plain,2026-05-20,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Senior Level,$135K/yr - $165K/yr,medium,Jobright tracker. Application Method Applied by Agent.,overlap_parent_ambiguous,,application,employer_artifact,fossa|unspecified|c1;fossa|unspecified|c2
freeze2,unframe|gtm-engineer-remote|c1,1,Unframe,Unframe,,GTM Engineer (Remote),explicit_gtm_engineering,plain,2026-04-17,exact,,,jobright,unknown,none_observed,C,platform_log,application,,,,United States,remote,"Mid, Senior Level",Not stated,medium,Jobright tracker. Application Method Not stated.,overlap,unframe|gtm-engineer|c1,application,employer_artifact,
freeze2,jobright-ai|product-manager-early-career|c1,1,Jobright.ai,Jobright.ai,,Product Manager (Early Career),product_ai_technical,,2026-03-27,exact,,,jobright,unknown,none_observed,C,platform_log,application,,,,"Santa Clara, CA",hybrid,"New Grad, Entry Level",$85K/yr - $120K/yr,medium,Jobright tracker. Application Method Direct Apply. Also listed on linkedin (2026-08-29).,overlap,jobright-ai|product-manager-early-career|c1,application,platform_log,
freeze2,enlace-health|sales-engineer|c1,1,Enlace Health,Enlace Health,,Sales Engineer,sales_solutions_engineering,,2026-06-24,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,"Atlanta, GA",onsite,Mid Level,Not stated,medium,Jobright tracker. Application Method Applied by Agent.,overlap,enlace-health|sales-engineer|c1,application,employer_artifact,
freeze2,onit|sales-engineer|c1,1,Onit,Onit,,Sales Engineer,sales_solutions_engineering,,2026-05-21,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Mid Level,Not stated,medium,Jobright tracker. Application Method Applied by Agent.,overlap,onit|sales-engineer|c1,application,employer_artifact,
freeze2,servicetrade|gtm-engineer|c1,1,ServiceTrade,ServiceTrade,,GTM Engineer,explicit_gtm_engineering,plain,2026-05-21,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,"Mid, Senior Level",Not stated,medium,Jobright tracker. Application Method Applied by Agent.,overlap,servicetrade|unspecified|c1,application,employer_artifact,
freeze2,tractian|sales-engineer-automation|c1,1,TRACTIAN,TRACTIAN,,Sales Engineer - Automation,sales_solutions_engineering,,2026-05-20,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,"Atlanta, GA",onsite,Senior Level,Not stated,medium,Jobright tracker. Application Method Applied by Agent.,overlap,tractian|sales-engineer-automation|c1,application,employer_artifact,
freeze2,applied-systems|sales-enablement-gtm-readiness-lead|c1,1,Applied Systems,Applied Systems,,Sales Enablement GTM Readiness Lead,sales_bd_partnerships,,2026-05-20,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Senior Level,$99K/yr - $126K/yr,medium,Jobright tracker. Application Method Applied by Agent.,overlap,applied-systems|sales-enablement-gtm-readiness-lead|c1,application,employer_artifact,
freeze2,pindrop|gtm-systems-platform-specialist|c1,1,Pindrop,Pindrop,,GTM Systems Platform Specialist,other,,2026-05-20,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Senior Level,$100K/yr - $120K/yr,medium,Jobright tracker. Application Method Applied by Agent.,overlap,pindrop|gtm-systems-platform-specialist|c1,application,employer_artifact,
freeze2,colab-software|sales-engineer|c1,1,CoLab Software,CoLab,,Sales Engineer,sales_solutions_engineering,,2026-05-20,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Mid Level,Not stated,medium,Jobright tracker. Application Method Applied by Agent.,overlap,colab-software|sales-engineer|c1,application,employer_artifact,
freeze2,vitalsource|ai-enablement-lead|c1,1,VitalSource,VitalSource,,AI Enablement Lead,other,,2026-05-20,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Senior Level,$120K/yr - $147K/yr,medium,Jobright tracker. Application Method Applied by Agent.,overlap,vitalsource|ai-enablement-lead|c1,application,employer_artifact,
freeze2,telnyx|growth-engineer-gtm-ai|c1,1,Telnyx,Telnyx,,"Growth Engineer, GTM AI",growth_demand_marketing,,2026-05-20,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Mid Level,Not stated,medium,Jobright tracker. Application Method Applied by Agent.,overlap,telnyx|unspecified|c1,application,employer_artifact,
freeze2,deepgram|gtm-engineer|c1,1,Deepgram,Deepgram,,GTM Engineer,explicit_gtm_engineering,plain,2026-05-20,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Mid Level,Not stated,medium,Jobright tracker. Application Method Applied by Agent.,overlap,deepgram|gtm-engineer|c1,application,employer_artifact,
freeze2,nice|ai-solution-strategist|c1,1,NiCE,NiCE,,AI Solution Strategist,other,,2026-05-20,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,"Mid, Senior Level",Not stated,medium,Jobright tracker. Application Method Applied by Agent.,overlap,nice|ai-solution-strategist|c1,application,employer_artifact,
freeze2,trase|gtm-engineer-healthcare|c1,1,Trase,Trase,,"GTM Engineer, Healthcare",explicit_gtm_engineering,ai_product_vertical,2026-06-26,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Mid Level,$130K/yr - $150K/yr,medium,Jobright tracker. Application Method Applied by Agent.,overlap,trase|gtm-engineer-healthcare|c1,application,employer_artifact,
freeze2,wirescreen|partnerships-manager|c1,1,WireScreen,WireScreen,,Partnerships Manager,sales_bd_partnerships,,2026-06-24,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Senior Level,$220K/yr - $265K/yr,medium,Jobright tracker. Application Method Applied by Agent.,overlap,wirescreen|partnerships-manager|c1,application,employer_artifact,
freeze2,minio|business-development-representative-enterprise|c1,1,MinIO,MinIO,,Business Development Representative - Enterprise,sales_bd_partnerships,,2026-06-24,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Mid Level,Not stated,medium,Jobright tracker. Application Method Applied by Agent.,overlap,minio|bdr-enterprise|c1,application,employer_artifact,
freeze2,clay|growth-strategist-enterprise-customer-success|c1,1,Clay,Clay,,"Growth Strategist, Enterprise (Customer Success)",growth_demand_marketing,,2026-06-24,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,NYC Metro Area,hybrid,Senior Level,$150K/yr - $210K/yr,medium,Jobright tracker. Application Method Applied by Agent.,overlap,clay|growth-strategist-enterprise|c1,application,employer_artifact,
freeze2,upguard|sdr-manager-role-based-in-austin-tx-relocation-package|c1,1,UpGuard,UpGuard,,SDR Manager (role based in Austin TX - relocation package),sales_bd_partnerships,,2026-06-24,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Lead/Staff,$130K/yr - $150K/yr,medium,Jobright tracker. Application Method Applied by Agent.,overlap,upguard|sdr-manager|c1,application,employer_artifact,
freeze2,tekion|senior-manager-inside-sales|c1,1,Tekion,Tekion Corp,,Senior Manager Inside Sales,other,,2026-06-24,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Lead/Staff,$78K/yr - $130K/yr,medium,Jobright tracker. Application Method Applied by Agent.,overlap,tekion|senior-manager-inside-sales|c1,application,employer_artifact,
freeze2,automation-anywhere|sales-engineer|c1,1,Automation Anywhere,Automation Anywhere,,Sales Engineer,sales_solutions_engineering,,2026-06-24,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Mid Level,$180K/yr - $190K/yr,medium,Jobright tracker. Application Method Applied by Agent.,overlap,automation-anywhere|sales-engineer|c1,application,employer_artifact,
freeze2,canals|sales-manager|c1,1,Canals,Canals,,Sales Manager,other,,2026-06-24,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Lead/Staff,Not stated,medium,Jobright tracker. Application Method Applied by Agent.,overlap,canals|sales-manager|c1,application,employer_artifact,
freeze2,stackai|sales-engineer|c1,1,StackAI,StackAI,,Sales Engineer,sales_solutions_engineering,,2026-06-24,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Mid Level,$140K/yr - $210K/yr,medium,Jobright tracker. Application Method Applied by Agent.,overlap,stackai|sales-engineer|c1,application,employer_artifact,
freeze2,openobserve|growth-marketer|c1,1,OpenObserve,OpenObserve,,Growth Marketer,growth_demand_marketing,,2026-06-24,exact,,,jobright,jobright_agent,none_observed,C,platform_log,application,,,,United States,remote,Mid Level,Not stated,medium,Jobright tracker. Application Method Applied by Agent.,overlap,openobserve|growth-marketer|c1,application,employer_artifact,
freeze2,owner-com|gtm-engineer|c1,1,Owner.com,Owner.com,,GTM Engineer,explicit_gtm_engineering,plain,,relative_display,2026-08-29,,linkedin,unknown,none_observed,C,platform_log,application,,,,United States,remote,,not_stated,medium,LinkedIn applied list page 1. Stamp 1mo ago. Posted 1mo ago,overlap,owner-com|gtm-engineer|c1,application,employer_artifact,
freeze2,listen-labs|lead-gtm-engineer|c1,1,Listen Labs,Listen,,Lead GTM Engineer,explicit_gtm_engineering,founding_senior_lead,,relative_display,2026-08-29,,linkedin,unknown,none_observed,C,platform_log,application,,,,"New York, NY",onsite,,not_stated,medium,LinkedIn applied list page 3. Stamp 1mo ago. No longer accepting applications,overlap,listen-labs|lead-gtm-engineer|c1,application,employer_artifact,
freeze2,anysphere|gtm-emerging-products|c1,1,Anysphere,Anyspere Inc.,,"GTM, Emerging Products",other,,,relative_display,2026-08-29,,linkedin,unknown,none_observed,C,platform_log,application,,,,"San Francisco, CA",unstated,,not_stated,medium,LinkedIn applied list page 3. Stamp 1mo ago. No longer accepting applications,overlap,anysphere|gtm-emerging-products|c1,application,employer_artifact,
freeze2,sentilink|go-to-market-gtm-strategy-analyst|c1,1,SentiLink,SentiLink,,Go-to-Market (GTM) Strategy Analyst,revops_gtm_ops_strategy,,,relative_display,2026-08-29,,linkedin,unknown,none_observed,C,platform_log,application,,,,"Seattle, WA",remote,,not_stated,medium,LinkedIn applied list page 4. Stamp 2mo ago. No longer accepting applications,overlap,sentilink|go-to-market-strategy-analyst|c1,application,employer_artifact,
freeze2,anduril|technical-operations-engineer-laser-effects|c1,1,Anduril,Anduril Industries,,"Technical Operations Engineer, Laser Effects",product_ai_technical,,,relative_display,2026-08-29,,linkedin,unknown,none_observed,C,platform_log,application,,,,"Atlanta, GA",unstated,,not_stated,medium,LinkedIn applied list page 5. Stamp 2mo ago. Reposted 1w ago,overlap,anduril-industries|technical-operations-engineer-launched-effects|c1,application,employer_artifact,
freeze2,4mindsai|gtm-engineer|c1,1,4MindsAI,4MindsAI Inc.,,GTM Engineer,explicit_gtm_engineering,plain,,relative_display,2026-08-29,,linkedin,unknown,none_observed,C,platform_log,application,,,,"Dallas, TX",remote,,not_stated,medium,LinkedIn applied list page 7. Stamp 2mo ago. No longer accepting applications,overlap,4mindsai|gtm-engineer|c1,application,employer_artifact,
freeze2,revspring|lead-agentic-operations-gtm-engineering|c1,1,RevSpring,RevSpring,,"Lead, Agentic Operations + GTM Engineering",explicit_gtm_engineering,systems_operations,,relative_display,2026-08-29,,linkedin,unknown,none_observed,C,platform_log,application,,,,"Atlanta, GA",unstated,,not_stated,medium,LinkedIn applied list page 7. Stamp 2mo ago. No longer accepting applications,overlap,revspring|lead-agentic-operations-gtm-engineering|c1,application,employer_artifact,
freeze2,cloudflare|gtm-engineer|c1,1,Cloudflare,"Cloudflare, Inc.",,GTM Engineer,explicit_gtm_engineering,plain,,relative_display,2026-08-29,,linkedin,unknown,none_observed,C,platform_log,application,,,,United States,remote,,not_stated,medium,LinkedIn applied list page 7. Stamp 2mo ago. No longer accepting applications,overlap,cloudflare|gtm-engineer|c1,application,employer_artifact,
freeze2,gitlab|gtm-planning-operations-analyst|c1,1,GitLab,GitLab,,GTM Planning & Operations Analyst,revops_gtm_ops_strategy,,,relative_display,2026-08-29,,linkedin,unknown,none_observed,C,platform_log,application,,,,United States,remote,,not_stated,medium,LinkedIn applied list page 10. Stamp 6mo ago. No longer accepting applications,overlap,gitlab|gtm-planning-operations-analyst|c1,application,employer_artifact,
freeze2,devsignal|growth-specialist|c1,1,DevSignal,DevSignal,,Growth Specialist,growth_demand_marketing,,2026-01-26,exact,2026-08-23,,linkedin,unknown,none_observed,C,platform_log,application,,,,,unstated,,not_stated,medium,"LinkedIn Job Applications export, job id 4355705805, file Job Applications_5.csv. Exact application date. Export generated 2026-08-23; later activity is not in it. Also listed on linkedin (2026-08-29).",net_new,,,,
freeze2,jetbridge-ai|sr-sdr-for-profitable-ai-startup|c1,1,JetBridge AI,JetBridge AI,,Sr. SDR for Profitable AI Startup,sales_bd_partnerships,,2025-07-03,exact,2026-08-23,,linkedin,unknown,none_observed,C,platform_log,application,,,,,unstated,,not_stated,medium,"LinkedIn Job Applications export, job id 4253955472, file Job Applications_5.csv. Exact application date. Export generated 2026-08-23; later activity is not in it. Also listed on linkedin (2025-07-07).",net_new,,,,
freeze2,casper-studios|gtm-engineer|c1,1,Casper Studios,Casper Studios,,GTM Engineer,explicit_gtm_engineering,plain,2026-03-23,exact,2026-08-23,,linkedin,unknown,none_observed,C,platform_log,application,,,,,unstated,,not_stated,medium,"LinkedIn Job Applications export, job id 4381059333, file Job Applications_5.csv. Exact application date. Export generated 2026-08-23; later activity is not in it. Also listed on linkedin (2026-08-29).",net_new,,,,
freeze2,abacus-ai|senior-sales-development-representative|c1,1,Abacus.AI,Abacus.AI,,Senior Sales Development Representative,other,,2025-07-07,exact,2026-08-23,,linkedin,unknown,none_observed,C,platform_log,application,,,,,unstated,,not_stated,medium,"LinkedIn Job Applications export, job id 4248933333, file Job Applications_5.csv. Exact application date. Export generated 2026-08-23; later activity is not in it.",net_new,,,,
freeze2,scoutlab-io|brand-new-role-ai-fintech-heavyweight-solutions-engineer-series-b-equity-150k-base-generous-bonus-structure-remote-est-and-cst-only|c1,1,ScoutLab.io,ScoutLab.io,,"Brand New Role! - AI FinTech Heavyweight! - Solutions Engineer  – Series B equity - $150k Base, Generous Bonus Structure -Remote – EST and CST Only",sales_solutions_engineering,,2025-06-30,exact,2026-08-23,,linkedin,unknown,none_observed,C,platform_log,application,,,,,unstated,,not_stated,medium,"LinkedIn Job Applications export, job id 4259485146, file Job Applications_5.csv. Exact application date. Export generated 2026-08-23; later activity is not in it.",net_new,,,,
