coder_id,application_id,cycle,company_canonical,company_as_listed,underlying_employer,role_as_listed,role_lane,gtm_modifier,date_applied,date_precision,date_capture,date_evidence_anchor,discovery_source,submission_channel,ats_system,evidence_tier,evidence_class,register,terminal_outcome,terminal_outcome_date,terminal_outcome_precision,location,work_type,level_as_listed,salary_range_listed,confidence,notes
alpha,axon|manager-go-to-market-readiness|c1,1,Axon,Axon,,"Manager, Go-to-Market Readiness",revops_gtm_ops_strategy,,2025-08-04,exact,,,unknown,ats_direct,none_observed,A,employer_artifact,application,still_open,,,,unstated,Manager,not_stated,high,Merged applying receipt gth_60df33526b5d45da with same-day interest/reviewed gth_e7990aa8e2799f88.
alpha,4flow|director-go-to-market-strategy|c1,1,4flow,4flow,,"Director, Go To Market Strategy",revops_gtm_ops_strategy,,2025-08-04,exact,,,unknown,ats_direct,Workday,A,employer_artifact,application,still_open,,,,unstated,Director,not_stated,high,
alpha,itc-infotech|manager-business-development|c1,1,ITC Infotech,ITC Infotech,,"Manager, Business Development",sales_bd_partnerships,,2025-08-04,exact,,,unknown,ats_direct,none_observed,A,employer_artifact,application,still_open,,,,unstated,Manager,not_stated,high,
alpha,fibr-ai|founding-sdr-ae|c1,1,Fibr AI,Fibr AI,,Founding SDR + AE,sales_bd_partnerships,,2025-08-04,exact,,,wellfound,wellfound_apply,none_observed,A,platform_log,application,still_open,,,,unstated,Founding,not_stated,high,
alpha,12100-collective|seo-lead|c1,1,12100 Collective,12100 Collective,,SEO Lead,growth_demand_marketing,,2025-08-04,exact,,,wellfound,wellfound_apply,none_observed,A,platform_log,application,still_open,,,,unstated,Lead,not_stated,high,
alpha,infisical|founding-growth-marketer|c1,1,Infisical,Infisical,,Founding Growth Marketer,growth_demand_marketing,,2025-08-04,exact,,,wellfound,wellfound_apply,none_observed,A,platform_log,application,still_open,,,,unstated,Founding,not_stated,high,
alpha,airgarage|consumer-growth-hacker|c1,1,AirGarage,AirGarage,,Consumer Growth Hacker,growth_demand_marketing,,2025-08-04,exact,,,wellfound,wellfound_apply,none_observed,A,platform_log,application,still_open,,,,unstated,,not_stated,high,
alpha,onboard|unspecified|c1,1,OnBoard,OnBoard,,unspecified,unspecified,,2025-08-04,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,still_open,,,,unstated,,not_stated,medium,
alpha,gtp-software|revenue-enablement-manager|c1,1,GTP Software,"GTP Software, Inc.",,Revenue Enablement Manager,revops_gtm_ops_strategy,,2025-07-27,exact,,,unknown,ats_direct,Rippling,A,employer_artifact,application,still_open,,,,unstated,Manager,not_stated,high,Merged gth_6924b3fe0638af29 (company only) with gth_4bb74b4c4bfc7a0b naming Revenue Enablement Manager.
alpha,weave|business-development-manager|c1,1,Weave,Weave,,Business Development Manager,sales_bd_partnerships,,2025-07-27,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,rejected_no_interview,2025-07-31,exact,,unstated,Manager,not_stated,high,"Greenhouse gth_4871569df9c50a18 Thank you for applying to Weave (role omitted) merged with eml_33349183f8f1 gth_c655f424a2f921dd naming Business Development Manager, declined. 2026-08-18 Ashby post-interview decline gth_0339a17e3860d167 is after this terminal and has no 2026 submission artifact; not treated as cycle 2."
alpha,hex|sdr|c1,1,Hex,Hex,,SDR,sales_bd_partnerships,,2025-07-31,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,
alpha,replit|sales-engineer|c1,1,Replit,Replit,,Sales Engineer,sales_solutions_engineering,,2025-07-27,exact,,,unknown,ats_direct,Ashby,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,Merged Ashby receipt with Replit Follow Up gth_1474078ab0c749e8.
alpha,phiture|us-growth-lead-mobile-marketing-strategist|c1,1,Phiture,Phiture,,"US Growth Lead, Mobile Marketing Strategist",growth_demand_marketing,,2025-07-27,exact,,,unknown,ats_direct,none_observed,A,employer_artifact,application,still_open,,,,unstated,Lead,not_stated,high,"Merged no-reply@phiture.com receipt with eml_3eafe301156a follow-up. GDPR gth_8d0f7dade2781946 later is retention, not a new cycle."
alpha,galileo|growth-engineer|c1,1,Galileo,Galileo,,Growth Engineer,other,,2025-07-02,exact,,,unknown,ats_direct,Rippling,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,Distinct from Galileo GTM Engineer receipt 16 days later. Growth Engineer is not coded as explicit_gtm_engineering because the title is not GTM.
alpha,galileo|gtm-engineer|c1,1,Galileo,Galileo,,GTM Engineer,explicit_gtm_engineering,plain,2025-07-28,exact,,,unknown,ats_direct,Rippling,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,
alpha,slingshot-ai|conversation-designer|c1,1,Slingshot AI,Slingshot AI,,Conversation Designer,other,,2025-07-25,exact,,,unknown,ats_direct,none_observed,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,Merged thank-you gth_0ad56d4a618a161c (includes SENT) with update gth_441b8b5d196004b8 naming Conversation Designer.
alpha,stedi|unspecified|c1,1,Stedi,Stedi,,unspecified,unspecified,,2025-07-27,exact,,,unknown,ats_direct,Ashby,A,employer_artifact,application,still_open,,,,unstated,,not_stated,medium,
alpha,shaped|founding-sdr|c1,1,Shaped,Shaped,,Founding SDR,sales_bd_partnerships,,2025-07-27,exact,,,unknown,ats_direct,Dover,A,employer_artifact,application,still_open,,,,unstated,Founding,not_stated,high,
alpha,volley|unspecified|c1,1,Volley,Volley,,unspecified,unspecified,,2025-07-27,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,still_open,,,,unstated,,not_stated,medium,
alpha,90-seconds|unspecified|c1,1,90 Seconds,90 Seconds,,unspecified,unspecified,,2025-07-27,exact,,,unknown,ats_direct,Lever,A,employer_artifact,application,still_open,,,,unstated,,not_stated,medium,
alpha,exa-labs|growth-lead|c1,1,Exa Labs,Exa Labs Inc.,,Growth Lead,growth_demand_marketing,,2025-07-25,exact,,,unknown,ats_direct,Lever,A,employer_artifact,application,still_open,,,,unstated,Lead,not_stated,high,"Distinct from June 2025 Exa product/API thread gth_19ce04c195e366c4, which is not an employment application."
alpha,scaleops|sales-engineer-usa|c1,1,ScaleOps,ScaleOps,,"Sales Engineer, USA",sales_solutions_engineering,,2025-07-17,exact,,,unknown,ats_direct,none_observed,A,employer_artifact,application,still_open,,,USA,unstated,,not_stated,high,"Sender notifications@careers.scaleops.com; Spark Hire Recruit named in subject, not in ats_system vocabulary."
alpha,designit|unspecified|c1,1,Designit,Designit,,unspecified,unspecified,,2025-07-08,exact,,,unknown,ats_direct,none_observed,A,employer_artifact,application,still_open,,,,unstated,,not_stated,medium,
alpha,applause|enterprise-sdr|c1,1,Applause,Applause,,Enterprise SDR,sales_bd_partnerships,,2025-07-08,exact,,,unknown,ats_direct,Workable,A,employer_artifact,application,rejected_no_interview,2025-07-09,exact,,unstated,,not_stated,high,Merged application-data copy gth_c267ece03dd32903 with gth_ead7e2e5ff24178c receipt-then-rejection thread.
alpha,headway|growth-marketing-specialist|c1,1,Headway,Headway,,Growth Marketing Specialist,growth_demand_marketing,,2025-07-03,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,
alpha,gigs|unspecified|c1,1,Gigs,Gigs,,unspecified,unspecified,,2025-06-30,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,still_open,,,,unstated,,not_stated,medium,
alpha,runway|go-to-market-ai-engineer|c1,1,Runway,Runway,,Go-To-Market AI Engineer,explicit_gtm_engineering,ai_product_vertical,2025-06-26,exact,,,unknown,ats_direct,Ashby,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,
alpha,trace3|sdr|c1,1,Trace3,Trace3,,SDR,sales_bd_partnerships,,2025-06-25,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,role_paused_or_closed,2025-06-25,exact,,unstated,,not_stated,high,Subject states opening filled on the application notice itself.
alpha,circle|gtm-engineer-outbound|c1,1,Circle,Circle,,"GTM Engineer, Outbound",explicit_gtm_engineering,sales_presales,2025-06-20,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,
alpha,drata|sdr-remote|c1,1,Drata,Drata,,SDR Remote,sales_bd_partnerships,,2025-06-16,evidence_bound,,2025-06-16,unknown,ats_direct,Greenhouse,B,employer_artifact,application,still_open,,,,remote,,not_stated,medium,"Artifact is An update on your application, not a first receipt. Bounded to 2025-06-16."
alpha,inertia-growth|gtme-role|c1,1,Inertia Growth,Inertia Growth,,GTME role,explicit_gtm_engineering,plain,2025-07-26,exact,,,unknown,email_direct,none_observed,A,employer_artifact,application,rejected_no_interview,2025-07-30,exact,,unstated,,not_stated,medium,"Candidate sent mail subject GTME role, Keegan Moody (resume attached). Decline gth_b32d6c2b2bfb5f2b subject Outbound Campaign Manager Role. Role kept as listed on the sent application; title conflict recorded rather than overwritten."
alpha,meshy|unspecified|c1,1,Meshy,Meshy,,unspecified,unspecified,,2025-06-01,evidence_bound,,2025-06-01,unknown,ats_direct,none_observed,B,employer_artifact,application,rejected_no_interview,2025-06-01,exact,,unstated,,not_stated,low,eml_b2f202b63e12 Important information about your application; snippet will not be proceeding with your interview process. No receipt in corpus. No interview event stored. First day of study window; submission may predate window but was not observed.
alpha,foursquare|ae-new-business|c1,1,Foursquare,Foursquare,,AE New Business,sales_bd_partnerships,,2026-01-02,exact,,,unknown,ats_direct,Ashby,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,Merged Ashby thank-you gth_733225d8d4947914 with update gth_73f907159f114be7.
alpha,sailpoint|account-exec-enterprise-accounts|c1,1,SailPoint,SailPoint,,Account Exec Enterprise Accounts,sales_bd_partnerships,,2026-01-03,exact,,,unknown,ats_direct,Workday,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,Merged We've Received Your Application gth_7cca95e87c341b02 with Thank You gth_a63697864876f319 naming Account Exec Enterprise Accounts.
alpha,proofpoint|unspecified|c1,1,Proofpoint,Proofpoint,,unspecified,unspecified,,2026-01-02,exact,,,unknown,ats_direct,none_observed,A,employer_artifact,application,still_open,,,,unstated,,not_stated,medium,
alpha,thomson-reuters|ae-tax-or-risk|c1,1,Thomson Reuters,Thomson Reuters,,AE Tax or Risk,sales_bd_partnerships,,2026-01-02,exact,,,unknown,ats_direct,Workday,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,JREQ195996. Merged receipt with 2026-02-20 application update gth_5921d0d724baf4ed.
alpha,medialab-ai|unspecified|c1,1,MediaLab.AI,MediaLab.AI Inc.,,unspecified,unspecified,,2026-01-02,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,still_open,,,,unstated,,not_stated,medium,
alpha,primer|unspecified|c1,1,Primer,Primer,,unspecified,unspecified,,2025-12-09,exact,,,unknown,ats_direct,Ashby,A,employer_artifact,application,rejected_no_interview,2025-12-15,exact,,unstated,,not_stated,medium,Merged gth_983699d74e67f6d7 with declined gth_c243e1805661e8aa.
alpha,linear|ae-growth|c1,1,Linear,Linear,,AE Growth,sales_bd_partnerships,,2025-12-08,exact,,,unknown,ats_direct,Ashby,A,employer_artifact,application,rejected_no_interview,2025-12-11,exact,,unstated,,not_stated,high,
alpha,vonage|sdr-api-cpaas|c1,1,Vonage,Vonage,,SDR API/CPaaS,sales_bd_partnerships,,2025-12-08,evidence_bound,,2025-12-08,unknown,ats_direct,Greenhouse,B,employer_artifact,application,rejected_no_interview,2025-12-08,exact,,unstated,,not_stated,medium,"Only artifact is a status update declined, not a first receipt."
alpha,ambrook|business-operations-lead|c1,1,Ambrook,Ambrook,,Business Operations Lead,other,,2026-02-11,exact,,,unknown,ats_direct,Ashby,A,employer_artifact,application,rejected_no_interview,2026-02-12,exact,,unstated,Lead,not_stated,high,"Second Ambrook title, distinct from Partnerships Lead 2025-08-06. Thread gth_028345fa3b82dbe0 includes SENT reply to no-reply asking for elaboration."
alpha,beacon-software|unspecified|c1,1,Beacon Software,Beacon Software,,unspecified,unspecified,,2026-01-26,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,still_open,,,,unstated,,not_stated,medium,Security-code gth_2544b0bbec6f17e6 then completed thank-you gth_f9737e34553dc0b6.
alpha,verkada|enterprise-solutions-engineer-atlanta|c1,1,Verkada,Verkada,,"Enterprise Solutions Engineer, Atlanta",sales_solutions_engineering,,2026-02-04,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,still_open,,,Atlanta,unstated,,not_stated,high,
alpha,manifold|growth-marketing-manager|c1,1,Manifold,Manifold,,Growth Marketing Manager,growth_demand_marketing,,2026-02-06,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,rejected_no_interview,2026-02-06,exact,,unstated,Manager,not_stated,high,Receipt names Manifold; decline names Manifold AI. Same day. Company kept as listed on the receipt.
alpha,gather-ai|gtm-engineer|c1,1,Gather AI,Gather AI,,GTM Engineer,explicit_gtm_engineering,plain,2026-02-09,exact,,,unknown,ats_direct,none_observed,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,
alpha,gitlab|gtm-planning-and-operations-analyst|c1,1,GitLab,GitLab,,GTM Planning & Operations Analyst,revops_gtm_ops_strategy,,2026-02-10,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,role_paused_or_closed,2026-04-17,exact,,unstated,,not_stated,high,
alpha,wilsonhcg|outbound-sales-consultant-iii|c1,1,WilsonHCG,WilsonHCG,unknown,Outbound Sales Consultant III,sales_bd_partnerships,,2026-02-13,exact,,,recruiter_inbound,recruiter_submitted,none_observed,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,"eml_4c2349631b96 Thank you for your application. Client unnamed. Distinct from later Dexian outreach on the same title, which has no submission."
alpha,smeetz|gtm-engineer|c1,1,Smeetz,Smeetz,,GTM Engineer,explicit_gtm_engineering,plain,2026-02-20,exact,,,unknown,ats_direct,Workable,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,Merged data copy gth_d9ec75a3f4991195 with in-review gth_5381427b4e51e64b.
alpha,testgorilla|go-to-market-engineer|c1,1,TestGorilla,TestGorilla,,Go-to-Market Engineer,explicit_gtm_engineering,plain,2026-02-20,exact,,,recruiter_inbound,unknown,Teamtailor,B,employer_artifact,application,still_open,,,,unstated,,not_stated,medium,Recruiter intro gth_3e7b5aedf6286ab2 same day as assessment invitation gth_f99a415b023fc244 (subject uses GTM Engineer). Recruiter update gth_6aabab1d3bdf0f75. No explicit thank-you-for-applying; assessment invitation is treated as process after application language in that subject. Submission channel unknown. Confidence medium.
alpha,sentilink|unspecified|c1,1,SentiLink,SentiLink,,unspecified,unspecified,,2026-02-23,exact,,,unknown,ats_direct,Ashby,A,employer_artifact,application,still_open,,,,unstated,,not_stated,medium,February receipt names no role. June 2026 SentiLink Go-to-Market Strategy Analyst is a separate titled receipt and is not merged.
alpha,anthropic|software-engineer-business-technology|c1,1,Anthropic,Anthropic,,"Software Engineer, Business Technology",product_ai_technical,,2026-03-08,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,rejected_no_interview,2026-03-09,exact,,unstated,,not_stated,high,
alpha,beautiful-ai|unspecified|c1,1,Beautiful.ai,Beautiful.ai,,unspecified,unspecified,,2026-03-08,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,rejected_after_interview,2026-03-26,exact,,unstated,,not_stated,medium,Receipt omits role. Interview follow-up gth_ec1fac33cf5f23f1 names hiring manager Brandon Ness. Post-interview decline gth_1186b66d0556feda includes SENT.
alpha,virtru|director-of-go-to-market-ai|c1,1,Virtru,Virtru,,Director of Go-to-Market AI,explicit_gtm_engineering,ai_product_vertical,2026-03-09,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,rejected_no_interview,2026-04-04,exact,,unstated,Director,not_stated,high,Greenhouse gth_b58175071492ba76 omits role; decline gth_fdcc88aa227b092b names Director of Go-to-Market AI.
alpha,hypergen|gtm-engineer|c1,1,Hypergen,Hypergen,,GTM Engineer,explicit_gtm_engineering,plain,2026-03-11,exact,,,unknown,ats_direct,Recruitee,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,Thread gth_d34cb1ecb8ba51f6 is confirmation then interview invitation 2026-04-14 from people@hypergen.io. Invitation is not coded as a completed interview.
alpha,glean|gtm-engineer-marketing|c1,1,Glean,Glean,,"GTM Engineer, Marketing",explicit_gtm_engineering,growth_marketing,2026-03-23,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,
alpha,orchestry|gtm-engineer-sales|c1,1,Orchestry,Orchestry,,GTM Engineer (Sales),explicit_gtm_engineering,sales_presales,2026-03-24,exact,,,unknown,ats_direct,Breezy,A,employer_artifact,application,rejected_after_interview,2026-03-27,exact,,unstated,,not_stated,high,"Receipt plus two Breezy Recruiter Screen invites, missed-interview note, and 2026-03-27 decline after interview process (includes SENT)."
alpha,pinterest|apprentice-engineer|c1,1,Pinterest,Pinterest,,Apprentice Engineer,product_ai_technical,,2026-03-25,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,rejected_no_interview,2026-04-28,exact,,unstated,Apprentice,not_stated,high,Distinct from June 2025 Pinterest referral rows (opportunity register).
alpha,lumenalta|unspecified|c1,1,Lumenalta,Lumenalta,,unspecified,unspecified,,2026-03-24,evidence_bound,,2026-03-24,unknown,ats_direct,none_observed,B,employer_artifact,application,still_open,,,,unstated,,not_stated,low,You're In progression gth_9b9158b0f51fd5c0 then Application Update gth_71d8f344076b4818. No thank-you-for-applying and no role named.
alpha,adapt|gtm-engineer-revops-lead|c1,1,Adapt,Adapt,,GTM Engineer / RevOps Lead,explicit_gtm_engineering,systems_operations,2026-03-27,exact,,,unknown,ats_direct,Dover,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,"Title as listed includes both GTM Engineer and RevOps Lead; one row, not two."
alpha,pandadoc|gtm-engineer|c1,1,PandaDoc,PandaDoc,,GTM Engineer,explicit_gtm_engineering,plain,2026-03-30,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,rejected_no_interview,2026-04-27,exact,,unstated,,not_stated,high,"Security code gth_0b3d049ebe5ad018, employer We got it gth_02ae1915406326ae, decline gth_9cf0f0e88d27e7b7 naming GTM Engineer."
alpha,dagster-labs|gtm-engineer|c1,1,Dagster Labs,Dagster Labs,,GTM Engineer,explicit_gtm_engineering,plain,2026-03-30,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,rejected_after_interview,2026-04-03,exact,,unstated,,not_stated,high,Security code then completed receipt same day. Delaney Housley gth_1c8ae3fa0432b375 thanks him for taking the time to chat and declines; includes SENT.
alpha,unstructured|gtm-engineer-operations|c1,1,Unstructured,Unstructured,,"GTM Engineer, Operations",explicit_gtm_engineering,systems_operations,2026-03-30,exact,,,unknown,ats_direct,Lever,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,
alpha,g2|gtm-engineer|c1,1,G2,G2,,GTM Engineer,explicit_gtm_engineering,plain,2026-03-30,exact,,,unknown,ats_direct,Ashby,A,employer_artifact,application,role_paused_or_closed,2026-04-09,exact,,unstated,,not_stated,high,
alpha,roboflow|revops-gtm-engineer|c1,1,Roboflow,Roboflow,,RevOps GTM Engineer,explicit_gtm_engineering,systems_operations,2026-03-30,exact,,,unknown,ats_direct,Ashby,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,
alpha,vercel|gtm-engineer|c1,1,Vercel,Vercel,,GTM Engineer,explicit_gtm_engineering,plain,2026-03-30,exact,,,unknown,ats_direct,none_observed,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,
alpha,tiger-data|gtm-ai-engineer|c1,1,Tiger Data,Tiger Data,,GTM AI Engineer,explicit_gtm_engineering,ai_product_vertical,2026-03-30,exact,,,unknown,ats_direct,Ashby,A,employer_artifact,application,rejected_no_interview,2026-03-30,exact,,unstated,,not_stated,high,
alpha,mento|gtm-engineer|c1,1,Mento,Mento,,GTM Engineer,explicit_gtm_engineering,plain,2026-03-24,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,Merged gth_96c704b7fa571558 (role omitted) with gth_121bf145a4dbb568 naming GTM Engineer.
alpha,tapcheck|unspecified|c1,1,Tapcheck,Tapcheck,,unspecified,unspecified,,2026-03-30,exact,,,unknown,ats_direct,Ashby,A,employer_artifact,application,rejected_no_interview,2026-04-06,exact,,unstated,,not_stated,medium,"Receipts gth_7ddb451e25699d53 (03-30), update gth_489a249f7d38e1bf (03-31), thank-you gth_d2522feb455b500f (04-06), declined gth_823e0ec2f78ef924 (04-06). No terminal between 03-30 and 04-06 thank-you; merged as one cycle. Role never named."
alpha,phrasiq|unspecified|c1,1,PhrasIQ,PhrasIQ,,unspecified,unspecified,,2026-03-31,exact,,,wellfound,wellfound_apply,none_observed,A,platform_log,application,still_open,,,,unstated,,not_stated,medium,Wellfound Your application to PhrasIQ was accepted. Role omitted on the receipt; not filled from the calendar title. Calendar Discovery 2026-04-02 is an interview event. Relay gth_cb452c55c8d2edd9 references a Discovery Session and proposes GTM System Deep Dive; proposal is not coded as a completed round.
alpha,jobright|product-manager-early-career|c1,1,Jobright,Jobright.ai,,Product Manager (Early Career),product_ai_technical,,2026-03-31,evidence_bound,,2026-03-31,jobright,unknown,none_observed,B,platform_log,application,still_open,,,,unstated,,not_stated,medium,"Update on your application, Product Manager (Early Career), Jobright.ai. Treated as applying to Jobright the company, not as a Jobright alert, because the subject uses application-update language for a named role at Jobright.ai."
alpha,disqo|gtm-engineer|c1,1,DISQO,DISQO,,GTM Engineer,explicit_gtm_engineering,plain,2026-03-31,exact,,,unknown,ats_direct,Lever,A,employer_artifact,application,rejected_no_interview,2026-03-31,exact,,unstated,,not_stated,high,
alpha,boulevard|gtm-engineer|c1,1,Boulevard,Boulevard,,GTM Engineer,explicit_gtm_engineering,plain,2026-03-31,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,rejected_no_interview,2026-06-04,exact,,unstated,,not_stated,high,
alpha,companycam|gtm-systems-engineer|c1,1,CompanyCam,CompanyCam,,GTM Systems Engineer,explicit_gtm_engineering,systems_operations,2026-04-03,exact,,,unknown,ats_direct,none_observed,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,
alpha,fixify|gtm-engineer-contract|c1,1,Fixify,Fixify,,GTM Engineer (Contract),explicit_gtm_engineering,plain,2026-04-03,exact,,,unknown,ats_direct,Greenhouse,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,"Thank-you gth_ff01acda1552b4d3 (04-03), thank-you gth_9dc63618f3262956 (04-06), update gth_c019639a1a7ea755 naming GTM Engineer (Contract). Merged; no terminal between the two thank-yous."
alpha,brand-ai|gtme|c1,1,brand.ai,brand.ai,,GTME,explicit_gtm_engineering,plain,2026-04-02,exact,,,unknown,email_direct,none_observed,A,employer_artifact,application,rejected_no_interview,2026-04-07,exact,,unstated,,not_stated,medium,"SENT thread gth_187b8559e8b2ddc3 subject GTME from the CAFE (portfolio and resume); 4 msgs including compensation discussion and rejection. Role taken from the sent subject token GTME, not expanded."
alpha,liatrio|gtm-revops-engineer|c1,1,Liatrio,Liatrio,,GTM RevOps Engineer,explicit_gtm_engineering,systems_operations,2026-04-05,exact,,,unknown,ats_direct,Lever,A,employer_artifact,application,still_open,,,,unstated,,not_stated,high,
alpha,rula|gtm-engineer-remote|c1,1,Rula,Rula,,GTM Engineer Remote,explicit_gtm_engineering,plain,2026-04-06,exact,,,unknown,ats_direct,Ashby,A,employer_artifact,application,rejected_no_interview,2026-04-22,exact,,remote,,not_stated,high,
